7:0.031726 33:0.035035 150:0.121412 252:0.030590 253:0.052527 349:0.037639 369:0.034723 384:0.030425 465:0.046867 531:0.044525 683:0.264872 722:0.030311 753:0.180876 754:0.226631 806:0.044032 816:0.067400 859:0.039161 910:0.161535 994:0.028973 1011:0.218999 1026:0.026589 1055:0.032226 1058:0.029537 1071:0.035271 1074:0.026721 1090:0.037789 1149:0.027759 1194:0.038825 1241:0.028409 1324:0.036494 1325:0.030098 1326:0.037920 1327:0.027029 1360:0.047174 1417:0.047219 1422:0.037994 1435:0.043126 1562:0.161698 1577:0.029688 1604:0.028096 1654:0.044232 1692:0.026317 1788:0.033899 1817:0.026250 1827:0.028305 1854:0.029527 1871:0.026233 1963:0.027756 1964:0.123273 1967:0.031898 1979:0.027090 2008:0.084401 2014:0.034530 2015:0.161191 2016:0.234170 2033:0.029531 2069:0.055220 2133:0.089703 2170:0.035830 2240:0.030193 2260:0.152843 2261:0.076729 2337:0.524148 2361:0.032796 2364:0.492177 2370:0.036209 2549:0.027696 2573:0.688558 2595:0.027441 2612:0.040823 2625:0.052457 2685:0.506019 2701:0.049313 2799:0.226449 2804:0.031844 2806:0.026430 2807:0.027203 2858:0.032170 2911:0.954116 2956:0.031485 3003:0.174303 3034:0.030799 3052:0.037049 3099:0.027798 3134:0.029362 3136:0.362527 3185:0.027804 3196:0.033127 3216:0.031925 3234:0.027125 3248:0.035323 3249:0.161698 3269:0.028651 3297:0.035597 3321:0.208167 3327:0.925250 3340:0.031357 3342:0.026829 3350:0.063874 3363:0.028176
15:0.034806 58:0.233851 67:0.059913 190:0.040333 191:0.037478 207:0.026552 235:0.032779 268:0.034202 284:0.448492 290:0.044379 291:0.037604 400:0.219478 463:0.029187 465:0.037860 525:0.108869 526:0.159610 614:0.040674 620:0.271244 704:0.030366 727:0.045007 729:0.040941 759:0.032927 765:0.027248 766:0.054950 767:0.029282 769:0.032244 777:0.042966 780:0.027640 785:0.026992 826:0.314337 883:0.045351 896:0.036926 899:0.030521 970:0.038526 994:0.054435 1011:0.098499 1066:0.026441 1071:0.026500 1074:0.028993 1141:0.029230 1175:0.043866 1396:0.031754 1409:0.352310 1410:0.222864 1417:0.043582 1437:0.060532 1462:0.034465 1468:0.032318 1477:0.030276 1498:0.232194 1525:0.111510 1544:0.027599 1547:0.439320 1563:0.027489 1578:0.032436 1658:0.035013 1693:0.264066 1705:0.241585 1711:0.075098 1714:0.308859 1750:0.034717 1781:0.350633 1824:0.027177 1987:0.035084 2071:0.489805 2073:0.417156 2075:0.193556 2119:0.028429 2122:0.028699 2335:0.031452 2337:0.031604 2406:0.027999 2419:0.031793 2458:0.027015 2548:0.034919 2573:0.534114 2578:0.033641 2685:0.077058 2703:0.039877 2710:0.071475 2721:0.027101 2722:0.027325 2788:0.030430 2801:0.027444 2814:0.030081 2911:0.029894 2959:0.026816 2970:0.028809 2971:0.028887 3062:0.034460 3065:0.054259 3185:0.033739 3253:0.029973 3270:0.029252 3271:0.387616 3297:0.043110 3321:0.719811 3327:0.980415 3363:0.034612 3389:0.110105
23:0.166551 30:0.080878 39:0.029687 50:0.030868 67:0.041894 93:0.028293 111:0.033635 133:0.032331 176:0.172775 207:0.028179 284:0.038776 291:0.305276 346:0.031894 349:0.031692 452:0.029741 531:0.028666 537:0.030082 551:0.041268 576:0.036943 597:0.031318 749:0.030317 769:0.051854 780:0.043012 798:0.035847 826:0.266784 896:0.037449 904:0.028564 953:0.027670 969:0.041868 970:0.036580 994:0.499617 1011:0.033613 1051:0.064148 1062:0.028103 1171:0.043595 1177:0.028983 1194:0.323775 1200:0.034051 1202:0.079410 1215:0.034418 1360:0.041229 1449:0.544394 1451:0.246797 1477:0.031372 1513:0.035364 1557:0.032878 1563:0.042512 1584:0.092701 1691:0.029103 1693:0.030581 1694:0.030210 1755:0.314821 1758:0.356957 1781:0.311283 1793:0.033968 1827:0.041890 1920:0.033667 1922:0.332772 1967:0.237092 2069:0.035394 2070:0.035480 2169:0.030904 2236:0.029249 2267:0.145541 2291:0.030363 2297:0.028046 2355:0.028833 2384:0.029621 2387:0.028354 2462:0.091177 2529:0.032984 2545:0.028558 2685:0.527102 2710:0.716847 2716:0.032489 2738:0.044763 2788:0.822297 2801:0.028216 2814:0.236390 2977:0.046710 2984:0.110565 2994:0.029029 3019:0.029243 3060:0.449448 3065:0.960853 3096:0.076787 3099:0.036818 3158:0.028166 3167:0.036464 3172:0.052691 3262:0.030422 3269:0.028395 3282:0.030635 3298:0.067500 3321:0.322612 3327:0.895148 3340:0.034375 3352:0.036380 3363:0.041549 3366:0.027601
23:0.023520 70:0.024524 133:0.024924 204:0.027361 207:0.023142 216:0.024138 228:0.029249 241:0.045937 291:0.024614 362:0.024270 369:0.024762 456:0.027514 489:0.023095 551:0.051950 576:0.177114 584:0.025089 597:0.023207 676:0.023109 725:0.030319 745:0.030205 749:0.026898 769:0.040057 777:0.046643 818:0.023233 826:0.033118 865:0.678477 896:0.027682 904:0.030211 956:0.023931 969:0.070847 970:0.025424 972:0.023081 994:0.041513 1060:0.023311 1071:0.024824 1188:0.024406 1193:0.043062 1194:0.025056 1214:0.031524 1258:0.026894 1347:0.024594 1384:0.732194 1385:0.031106 1386:0.182156 1387:0.450994 1416:0.023335 1557:0.024215 1568:0.023037 1627:0.048316 1673:0.046409 1693:0.030230 1725:0.024670 1742:0.025903 1746:0.214971 1781:0.073781 1859:0.024637 1884:0.040435 1912:0.087676 1913:0.028232 1962:0.023225 1963:0.024212 1967:0.023929 1981:0.034505 1994:0.025200 2069:0.025490 2071:0.095484 2271:0.027642 2281:0.044147 2321:0.025691 2503:0.030435 2547:0.024981 2549:0.062356 2578:0.204395 2609:0.065899 2685:0.279519 2710:0.055328 2785:0.031163 2788:0.694366 2818:0.039035 2927:0.026583 2930:0.029681 3019:0.024838 3026:0.026611 3035:0.036934 3065:0.046121 3075:0.024348 3114:0.026482 3136:0.046365 3174:0.025806 3185:0.023745 3207:0.025424 3215:0.029583 3321:0.740590 3327:0.939238 3329:0.040287 3333:0.172236 3367:0.035898 3369:0.027921 3374:0.027232 3379:0.097938
10:0.022615 30:0.022282 58:0.046906 204:0.021740 216:0.021001 231:0.021562 235:0.026824 284:0.394770 336:0.022967 338:0.024952 362:0.024739 411:0.020897 456:0.021787 647:0.022406 668:0.055910 769:0.022891 814:0.031559 826:0.024774 832:0.021309 865:0.028293 900:0.028294 946:0.021664 970:0.038255 994:0.034670 1068:0.026124 1090:0.021413 1170:0.021409 1194:0.029649 1301:0.023252 1305:0.024409 1330:0.031899 1422:0.021845 1423:0.022881 1437:0.024513 1445:0.027519 1477:0.020789 1531:0.022541 1594:0.021768 1627:0.034892 1654:0.020801 1658:0.041316 1694:0.028604 1722:0.024131 1746:0.034382 1755:0.023871 1758:0.332521 1841:0.025748 1859:0.021586 1943:0.028165 1964:0.024320 1994:0.021681 2032:0.022557 2114:0.034236 2203:0.702345 2208:0.228254 2216:0.213338 2260:0.034657 2315:0.021052 2328:0.069590 2337:0.024979 2338:0.235896 2417:0.211072 2419:0.273173 2475:0.041739 2625:0.021319 2685:0.100506 2710:0.068563 2716:0.021015 2785:0.021215 2788:0.058072 2828:0.064247 2873:0.206323 2909:0.032350 2911:0.022953 2927:0.054029 2954:0.021022 2959:0.057418 2960:0.055115 3043:0.036214 3075:0.021505 3093:0.020914 3099:0.049041 3124:0.021454 3134:0.021557 3136:0.026125 3168:0.022326 3225:0.197318 3253:0.047547 3259:0.023382 3297:0.020796 3298:0.022970 3312:0.163352 3321:0.385563 3327:0.915605 3333:0.022115 3340:0.021547 3352:0.020844 3367:0.022674 3368:0.020882 3374:0.021056
23:0.026060 73:0.024969 88:0.024229 124:0.036682 135:0.025325 188:0.027786 235:0.026536 269:0.031585 291:0.024186 346:0.026510 378:0.027453 379:0.370392 481:0.031540 499:0.035557 537:0.474077 553:0.052101 554:0.024342 613:0.235372 742:0.031140 856:0.027696 863:0.283114 869:0.025073 903:0.215546 1095:0.023754 1138:0.023935 1139:0.024492 1141:0.120762 1152:0.052532 1188:0.032450 1250:0.029401 1267:0.023835 1308:0.029985 1309:0.030947 1344:0.882558 1345:0.053808 1346:0.399447 1383:0.026059 1394:0.372712 1410:0.027509 1438:0.029162 1498:0.024749 1516:0.028843 1557:0.029962 1627:0.042950 1655:0.025213 1737:0.210480 1742:0.024542 1755:0.025317 1780:0.457037 1797:0.241791 1798:0.461492 1799:0.056070 1800:0.045585 1826:0.221746 1884:0.030373 1967:0.026631 1970:0.026470 2020:0.026872 2071:0.146020 2073:0.737626 2075:0.083696 2168:0.659469 2177:0.027834 2300:0.030429 2315:0.067593 2384:0.031685 2464:0.024501 2503:0.041046 2544:0.025547 2588:0.027458 2615:0.023773 2616:0.024226 2621:0.027596 2641:0.091776 2661:0.024691 2665:0.044525 2680:0.024719 2684:0.030747 2685:0.399155 2788:0.045704 2847:0.025724 2909:0.024383 2970:0.024029 2976:0.031281 3029:0.028988 3073:0.024147 3075:0.030202 3127:0.026014 3136:0.037108 3137:0.024728 3167:0.025737 3207:0.024346 3239:0.032359 3294:0.025226 3321:0.102819 3327:0.894279 3333:0.030752 3337:0.030227 3367:0.024571 3369:0.027778
7:0.025933 57:0.023487 59:0.027537 65:0.032726 162:0.022077 164:0.046618 204:0.021385 207:0.029514 216:0.021976 228:0.042555 242:0.023784 290:0.039835 291:0.027036 338:0.037101 346:0.020828 358:0.042885 362:0.022471 399:0.024637 411:0.023744 456:0.024731 489:0.021058 499:0.021244 597:0.021278 608:0.021790 676:0.020948 678:0.022124 826:0.032504 856:0.021271 859:0.021514 899:0.022225 901:0.021294 945:0.051513 946:0.030028 952:0.021688 969:0.022088 1022:0.025011 1103:0.023207 1258:0.030735 1348:0.020884 1383:0.023796 1449:0.025639 1496:0.021211 1513:0.034084 1516:0.021075 1669:0.020459 1689:0.020944 1693:0.020625 1694:0.270586 1705:0.022695 1725:0.023687 1726:0.020523 1742:0.021898 1755:0.020807 1780:0.022297 1781:0.030357 1859:0.023479 1895:0.022047 1902:0.021473 1928:0.020911 1981:0.022179 2018:0.069062 2069:0.021808 2103:0.022556 2184:0.022422 2203:0.029920 2271:0.023543 2281:0.030847 2315:0.021495 2317:0.020507 2351:0.022339 2365:0.027502 2367:0.028330 2389:0.235005 2527:0.021432 2639:0.021367 2661:0.024936 2676:0.020452 2685:0.139964 2710:0.032444 2716:0.024519 2788:0.029956 2982:0.020834 2987:0.020455 2996:0.020450 2998:0.024499 3073:0.038398 3075:0.021077 3079:0.022743 3118:0.022603 3121:0.021389 3137:0.025426 3166:0.020968 3167:0.022287 3174:0.020583 3199:0.173299 3321:0.260182 3327:0.921459 3340:0.027859 3368:0.022537 3374:0.023485
30:0.038685 59:0.029090 65:0.027791 108:0.025804 109:0.024849 122:0.026205 235:0.025459 253:0.030281 257:0.041482 290:0.046630 382:0.023296 415:0.023160 535:0.033418 576:0.030874 628:0.022244 678:0.025995 718:0.022550 745:0.023717 777:0.033762 789:0.027916 816:0.023776 859:0.024930 968:0.050856 969:0.029254 991:0.028254 994:0.602877 1071:0.027537 1090:0.038605 1091:0.022725 1188:0.023585 1194:0.038474 1200:0.024869 1264:0.037375 1266:0.043752 1374:0.752062 1375:0.792536 1391:0.030676 1417:0.042336 1423:0.022887 1584:0.022521 1652:0.022573 1668:0.055475 1680:0.048718 1690:0.022945 1705:0.022755 1742:0.079075 1744:0.030347 1746:0.052842 1750:0.022461 1827:0.025334 1910:0.031214 1944:0.023454 1964:0.030705 2008:0.032582 2014:0.022924 2015:0.054006 2016:0.024246 2034:0.024376 2109:0.026027 2133:0.840323 2260:0.024123 2291:0.036198 2292:0.042077 2316:0.056786 2337:0.048542 2523:0.023174 2547:0.032092 2565:0.023343 2685:0.478252 2701:0.023561 2710:0.061476 2716:0.028594 2721:0.026224 2760:0.022989 2785:0.053012 2804:0.024674 2843:0.026886 2855:0.023422 2911:0.108796 2959:0.025043 2960:0.026539 3035:0.025928 3061:0.041592 3099:0.023056 3113:0.324323 3134:0.033965 3136:0.030288 3142:0.024971 3184:0.022655 3190:0.094075 3191:0.521750 3194:0.841887 3235:0.022211 3268:0.209042 3283:0.022290 3307:0.025105 3321:0.223483 3327:0.998263 3350:0.096271 3394:0.028428
10:0.020014 60:0.228261 107:0.023052 135:0.019853 146:0.019449 163:0.018734 204:0.019208 211:0.022074 212:0.019002 216:0.018814 224:0.025336 226:0.019791 242:0.019609 264:0.023241 269:0.019357 284:0.031728 290:0.030949 291:0.024644 299:0.019934 362:0.022163 364:0.455605 456:0.021721 499:0.018294 556:0.018754 642:0.021837 672:0.020102 676:0.018931 804:0.025072 826:0.020255 856:0.020537 896:0.023595 954:0.019113 1077:0.018818 1204:0.019318 1236:0.019317 1261:0.024180 1287:0.020525 1437:0.024839 1445:0.019762 1504:0.019090 1505:0.018385 1550:0.018178 1609:0.018498 1627:0.622404 1654:0.021303 1694:0.023635 1697:0.019730 1731:0.018868 1732:0.019869 1758:0.021029 1781:0.031068 1808:0.020855 1818:0.019326 1841:0.021269 1912:0.018802 1929:0.019602 2081:0.241278 2125:0.145581 2126:0.023151 2203:0.021549 2223:0.021893 2227:0.566540 2246:0.018357 2281:0.020396 2305:0.019214 2476:0.018659 2507:0.022788 2625:0.262646 2660:0.022638 2685:0.038834 2696:0.435271 2710:0.397048 2724:0.018118 2743:0.018174 2759:0.020654 2778:0.018504 2788:0.020029 2819:0.020028 2898:0.019709 2909:0.022185 2937:0.022526 2949:0.172791 2982:0.018230 2998:0.019080 3026:0.020375 3027:0.196275 3075:0.019139 3099:0.019493 3168:0.018840 3217:0.048885 3225:0.021925 3321:0.463403 3322:0.018135 3327:0.746223 3333:0.020676 3340:0.020908 3358:0.021545 3368:0.018610 3369:0.018169 3374:0.021394
7:0.025341 10:0.026448 30:0.022263 38:0.022518 65:0.023364 124:0.028811 168:0.022987 204:0.028322 242:0.023021 290:0.142211 358:0.025961 362:0.021508 455:0.023171 456:0.022678 467:0.021501 537:0.864798 568:0.027077 594:0.021573 621:0.022257 622:0.022800 643:0.022073 668:0.023432 676:0.022829 741:0.206807 752:0.218430 826:0.027434 834:0.025646 835:0.195947 859:0.021972 901:0.021575 904:0.023025 969:0.028417 993:0.023826 1077:0.023525 1141:0.048400 1152:0.029756 1188:0.025364 1212:0.170659 1265:0.023735 1302:0.022377 1344:0.546357 1449:0.022531 1507:0.025009 1616:0.024962 1627:0.073907 1633:0.035792 1694:0.033418 1697:0.023815 1726:0.027249 1737:0.025060 1739:0.026251 1742:0.028368 1755:0.029281 1797:0.033410 1798:0.032113 1799:0.034907 1898:0.027969 1912:0.042222 1928:0.245623 1984:0.023806 1994:0.024442 2020:0.021580 2046:0.028532 2047:0.057905 2065:0.022150 2090:0.027838 2168:0.028602 2281:0.046245 2315:0.029029 2317:0.026243 2321:0.023734 2325:0.022091 2384:0.025575 2507:0.030434 2588:0.026706 2611:0.026563 2684:0.021804 2860:0.022849 2898:0.023678 2928:0.024314 2964:0.034547 2975:0.049702 2976:0.040032 2984:0.027483 2990:0.082739 2996:0.027267 3026:0.021829 3049:0.035829 3079:0.025203 3137:0.024979 3167:0.023164 3205:0.021562 3207:0.021920 3217:0.023497 3242:0.028178 3321:0.155408 3327:0.681505 3340:0.026057 3374:0.050498 3398:0.024313
30:0.037516 57:0.032184 99:0.029575 176:0.160874 190:0.054746 191:0.059753 207:0.027739 259:0.028768 284:0.027631 290:0.381492 292:0.029055 295:0.027634 297:0.029586 543:0.498674 544:0.035932 545:0.092143 546:0.042931 628:0.027476 704:0.224126 708:0.399166 756:0.368202 757:0.038380 759:0.028259 766:0.029795 769:0.067566 771:0.049065 773:0.028168 777:0.045458 778:0.449889 780:0.379339 785:0.215813 787:0.036335 821:0.035246 826:0.378798 848:0.038577 856:0.029257 883:0.369423 910:0.025959 929:0.038900 968:0.033615 994:0.029821 1000:0.028771 1006:0.275662 1008:0.041775 1011:0.397445 1074:0.031520 1194:0.045910 1437:0.335091 1439:0.037439 1440:0.046628 1441:0.044215 1477:0.049139 1563:0.026504 1627:0.028720 1658:0.038266 1660:0.026040 1691:0.028459 1696:0.026867 1719:0.027651 1781:0.352316 1845:0.266794 1899:0.029052 1903:0.034327 1905:0.667828 1964:0.041261 1966:0.314781 2010:0.027320 2071:0.027634 2316:0.027943 2330:0.029517 2331:0.042151 2337:0.183454 2388:0.029216 2394:0.027105 2406:0.028838 2419:0.037990 2420:0.034426 2547:0.027605 2568:0.269974 2573:1.000000 2575:0.035352 2685:0.841530 2710:0.032033 2785:0.040813 2788:0.070944 2804:0.030466 2911:0.054668 2990:0.039593 2991:0.040478 3032:0.032114 3063:0.035446 3065:0.428413 3108:0.031544 3184:0.059644 3185:0.031654 3215:0.030640 3217:0.027115 3321:0.091887 3327:0.840998 3361:0.209626
30:0.023596 135:0.024700 228:0.294441 235:0.026281 266:0.028758 267:0.028230 268:0.063557 282:0.030265 284:0.893803 285:0.028348 288:0.041983 300:0.717348 301:0.075032 302:0.025008 362:0.023350 463:0.023321 531:0.027522 532:0.025512 616:0.027996 785:0.165553 786:0.028887 813:0.028178 826:0.028045 861:0.028002 865:0.025548 896:0.025067 953:0.023193 969:0.026667 994:0.072053 1026:0.023074 1027:0.253302 1096:0.029875 1111:0.165829 1188:0.026453 1194:0.035434 1251:0.023511 1273:0.027833 1377:0.023822 1413:0.029956 1437:0.030597 1446:0.025197 1459:0.141461 1491:0.025686 1541:0.028830 1557:0.023460 1689:0.023145 1694:0.029301 1707:0.028170 1735:0.023740 1742:0.023274 1755:0.026477 1758:0.030228 1763:0.028420 1786:0.028089 1787:0.025932 1834:0.029007 1892:0.025209 1902:0.023249 1994:0.028818 2020:0.025662 2090:0.350066 2141:0.249113 2158:0.029709 2164:0.030093 2202:0.028901 2203:0.025160 2260:0.023926 2267:0.320209 2270:0.251892 2273:0.023346 2337:0.027442 2417:0.437514 2419:0.028516 2453:0.027512 2454:0.029593 2455:0.023500 2456:0.078579 2457:0.025790 2566:0.023830 2573:0.031870 2578:0.023064 2592:0.023092 2685:0.043826 2710:0.031945 2809:0.037589 2960:0.024053 2987:0.026389 3065:0.023932 3075:0.025640 3110:0.188337 3114:0.023076 3168:0.026450 3221:0.029206 3253:0.436746 3262:0.026400 3297:0.030415 3321:0.104707 3327:0.929847 3333:0.023254 3363:0.024784
19:0.038712 30:0.041646 39:0.037877 65:0.034638 93:0.049799 135:0.033443 204:0.031098 224:0.034183 231:0.123874 232:0.038802 250:0.037010 251:0.045426 260:0.032887 304:0.056936 362:0.033692 419:0.045856 483:0.044838 484:0.033778 491:0.031951 591:0.034527 648:0.032553 649:0.120085 650:0.064196 861:0.034327 954:0.030396 955:0.058910 969:0.038411 982:0.032740 983:0.041287 1194:0.033749 1243:0.055784 1289:0.040952 1313:0.042633 1419:0.030694 1519:0.040931 1520:0.039038 1525:0.043603 1531:0.126129 1550:0.032067 1603:0.067268 1624:0.032624 1627:0.525882 1642:0.031083 1693:0.030836 1717:0.037657 1726:0.035875 1758:0.047223 1772:0.133537 1781:0.038942 1818:0.272543 1825:0.057826 1848:0.037280 1850:0.039529 1851:0.581811 1852:0.088492 1862:0.820129 1869:0.048403 1884:0.042081 1912:0.067752 1926:0.033656 1967:0.049578 1976:0.033755 2085:0.032652 2099:0.033756 2201:0.030520 2225:0.037264 2384:0.034595 2417:0.362146 2444:0.181652 2447:0.955297 2529:0.030679 2547:0.035771 2628:0.033465 2654:0.107285 2685:0.222069 2696:0.892255 2698:0.034784 2699:0.037179 2710:0.066386 2788:0.033030 2935:0.062852 2947:0.041244 2949:0.049521 2979:0.030421 2981:0.030571 2996:0.045911 2998:0.031101 3009:0.047587 3010:0.043426 3026:0.035626 3028:0.032892 3075:0.032186 3094:0.118437 3096:0.221297 3123:0.032875 3230:0.042088 3321:0.275224 3327:0.988978 3367:0.031650 3373:0.049664
10:0.030013 39:0.036571 57:0.028316 58:0.041782 137:0.047584 138:0.035878 235:0.037497 236:0.032613 284:0.033366 291:0.032300 299:0.027043 362:0.029900 387:0.027119 392:0.041595 463:0.030055 489:0.027185 539:0.031392 582:0.031901 583:0.030152 597:0.027190 599:0.037968 622:0.030728 640:0.040882 657:0.048184 658:0.031760 735:0.373099 736:0.028386 737:0.033780 826:0.028693 865:0.031949 969:0.028686 1035:0.033408 1036:0.030897 1070:0.029584 1073:0.028494 1090:0.098288 1094:0.045515 1141:0.031027 1152:0.041705 1188:0.033981 1205:0.255199 1209:0.079120 1214:0.045123 1219:0.277584 1220:0.027460 1221:0.045566 1258:0.046610 1288:0.029160 1296:0.028300 1312:0.034697 1330:0.153115 1335:0.028248 1437:0.294629 1445:0.040149 1449:0.027017 1674:0.306405 1694:0.030262 1697:0.029031 1758:0.029851 1781:0.048247 1786:0.029370 1859:0.034860 1904:0.032276 1967:0.027452 1968:0.029008 1994:0.035717 1999:0.027343 2032:0.027855 2036:0.031329 2090:0.063380 2186:0.460196 2187:0.535444 2215:0.027422 2239:0.038566 2408:0.037012 2417:0.075439 2447:0.033243 2488:0.027289 2625:0.031926 2661:0.030819 2682:0.033094 2685:0.031596 2744:0.168668 2788:0.028887 2803:0.031880 2839:0.042960 2840:0.030389 2842:0.100323 2849:0.030664 2850:0.036969 2898:0.037585 3072:0.571163 3149:0.033294 3187:0.930165 3257:0.044847 3291:0.027789 3321:0.298376 3325:0.027538 3327:0.943349 3373:0.045710
135:0.026079 172:0.238227 268:0.027666 290:0.033297 291:0.154240 490:0.034754 503:0.032870 531:0.026439 537:0.381545 594:0.025464 628:0.026887 745:0.028719 746:0.034512 806:0.026226 860:0.025347 865:0.025279 896:0.030274 953:0.030620 969:0.051177 970:0.035817 991:0.024822 994:0.044606 1023:0.027401 1053:0.033818 1068:0.026009 1152:0.025969 1157:0.168979 1184:0.106053 1244:0.025916 1365:0.030726 1420:0.025675 1423:0.028330 1516:0.030354 1561:0.223240 1604:0.028458 1658:0.028763 1697:0.035570 1709:0.036006 1726:0.026242 1781:0.303212 1841:0.050137 1842:0.253086 1853:0.029364 1874:0.024872 1898:0.025636 1905:0.043635 1909:0.026504 1919:0.147213 1922:0.033109 1951:0.224611 1959:0.040167 2033:0.520625 2064:0.026340 2120:0.026174 2121:0.270432 2315:0.026810 2327:0.030767 2328:0.024639 2355:0.325742 2370:0.027748 2434:0.024579 2547:0.025448 2557:0.288359 2564:0.366343 2565:0.024440 2573:0.242067 2582:0.033735 2609:0.031736 2663:0.027338 2682:0.026742 2685:0.117760 2710:0.092389 2720:0.025763 2788:0.036327 2791:0.024675 2818:0.025288 2857:0.030707 2910:0.034826 2911:0.046498 2996:0.033961 3035:0.032526 3075:0.025779 3099:0.024408 3114:0.026390 3134:0.024752 3136:0.032675 3147:0.025922 3185:0.027870 3217:0.028706 3230:0.024394 3235:0.024714 3280:0.024379 3297:0.026858 3318:0.024792 3321:0.087572 3327:0.871680 3333:0.026636 3342:0.026268 3361:0.046675 3363:0.411302
10:0.027709 23:0.027809 38:0.040138 57:0.027217 59:0.023570 93:0.033773 162:0.025040 164:0.043461 204:0.023274 228:0.029659 231:0.026556 269:0.030100 284:0.038580 290:0.041005 291:0.043762 299:0.023153 463:0.025165 489:0.024078 499:0.024245 542:0.023538 584:0.023990 622:0.026226 642:0.211529 643:0.035148 742:0.025220 749:0.028145 755:0.023614 810:0.028372 826:0.030905 856:0.025415 862:0.044435 899:0.023617 904:0.025057 969:0.039782 993:0.023346 1060:0.023678 1124:0.089479 1152:0.024727 1153:0.023302 1188:0.029671 1196:0.058978 1233:0.149501 1258:0.028248 1337:0.083544 1449:0.023699 1503:0.026101 1530:0.023238 1627:0.143120 1647:0.023255 1654:0.036364 1693:0.024918 1694:0.032035 1705:0.031298 1714:0.025874 1742:0.024248 1746:0.047828 1755:0.026142 1780:0.023284 1781:0.028051 1786:0.025082 1818:0.025912 1884:0.035567 1902:0.023370 1920:0.029300 2021:0.259877 2069:0.025942 2152:0.023911 2203:0.054100 2227:0.029431 2267:0.039641 2281:0.028269 2310:0.233885 2315:0.024000 2317:0.025068 2320:0.025257 2384:0.029283 2584:0.122767 2625:0.031454 2684:0.024121 2685:0.834122 2696:0.364599 2710:0.438658 2714:0.027605 2788:0.028952 3000:0.028033 3020:0.025030 3026:0.024675 3028:0.023150 3046:0.118144 3062:0.027524 3079:0.036261 3099:0.033037 3124:0.025791 3217:0.028110 3230:0.025010 3321:0.360894 3327:0.980867 3333:0.023251 3367:0.024573 3374:0.026939
0:0.020912 10:0.020546 30:0.024788 39:0.026174 58:0.219648 59:0.025712 65:0.032788 146:0.020721 207:0.020217 235:0.031144 264:0.024554 268:0.077852 284:0.035120 290:0.120974 291:0.023379 299:0.020269 308:0.069932 338:0.020472 346:0.020298 400:0.019253 456:0.022087 499:0.022941 531:0.027068 537:0.026135 668:0.026637 804:0.232236 806:0.021545 826:0.088408 856:0.020754 861:0.023231 865:0.020221 896:0.066567 901:0.020435 969:0.019621 994:0.041409 1098:0.029219 1141:0.024822 1152:0.026056 1188:0.020172 1194:0.021458 1301:0.019317 1437:0.026475 1449:0.050218 1513:0.022593 1531:0.019522 1627:0.067049 1653:0.020568 1654:0.025053 1693:0.022581 1694:0.073111 1697:0.019781 1714:0.022152 1755:0.019468 1758:0.090800 1781:0.134138 1841:0.071062 1884:0.022445 1889:0.024367 1898:0.019281 1928:0.021033 1981:0.085090 1984:0.019729 1994:0.019908 2069:0.022716 2152:0.022537 2227:0.024110 2273:0.022788 2305:0.020210 2507:0.020296 2682:0.021912 2685:0.057113 2696:0.027303 2705:0.021495 2710:0.056738 2714:0.022127 2760:0.019949 2788:0.049834 2898:0.026058 2987:0.019288 2998:0.025730 3017:0.020021 3048:0.021085 3062:0.019479 3065:0.048584 3079:0.019240 3099:0.082656 3110:0.118981 3118:0.021264 3154:0.022788 3168:0.073021 3205:0.019845 3207:0.020211 3225:0.019177 3259:0.019223 3321:0.075719 3322:0.019142 3327:0.957385 3333:0.032800 3367:0.019826 3374:0.021425
19:0.028599 32:0.028881 49:0.028929 107:0.266618 135:0.086229 165:0.028885 180:0.228087 207:0.031441 211:0.068308 212:0.047805 224:0.034631 284:0.043713 291:0.045667 430:0.035824 456:0.027757 458:0.035562 459:0.074267 556:0.031456 606:0.037692 653:0.031316 670:0.038362 674:0.072683 676:0.032983 747:0.027964 921:0.030258 1039:0.028491 1060:0.065089 1097:0.226895 1205:0.098298 1236:0.034440 1237:0.133415 1244:0.031586 1261:0.027646 1294:0.027998 1313:0.031943 1419:0.098134 1505:0.029428 1550:0.030333 1609:0.027783 1625:0.033173 1627:0.689766 1634:0.030236 1654:0.031089 1667:0.030220 1681:0.155033 1697:0.031821 1781:0.036898 1839:0.030768 1867:0.074992 1879:0.288114 1912:0.083378 1913:0.027731 1926:0.028062 1928:0.045015 1948:0.036584 2055:0.272870 2090:0.029479 2142:0.028828 2203:0.028124 2223:0.029854 2315:0.029755 2325:0.030678 2384:0.037655 2417:0.036621 2425:0.028231 2447:0.035297 2507:0.548558 2527:0.034148 2577:0.039701 2625:0.028051 2630:0.043209 2631:0.132827 2637:0.029215 2685:0.029504 2696:0.056371 2710:0.045289 2727:0.044269 2733:0.081035 2886:0.031303 2932:0.028658 2942:0.231799 2968:0.029441 2979:0.028876 2998:0.029138 3099:0.032433 3129:0.040469 3205:0.029672 3207:0.029064 3212:0.028486 3224:0.045929 3225:0.470789 3260:0.028317 3312:0.028524 3321:0.078361 3327:0.892085 3340:0.051365 3358:0.028744 3369:0.043180 3370:0.027808 3373:0.084773
